Country,League,home_team,away_team,home_score,away_score,season_year,first_half,second_half,home_team_goals_current_time,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals,away_team_goals_assist,home_team_yellow_card_why,away_team_yellow_card_why,home_team_red_card_why,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,expected_goals_xg_home,expected_goals_xg_away,Ball_Possession_Home,Ball_Possession_Away,Shots_on_Goal_Home,Shots_on_Goal_Away,Offsides_Home,Offsides_Away,Goalkeeper_Saves_Home,Goalkeeper_Saves_Away,Fouls_Home,Fouls_Away,Red_Cards_Home,Red_Cards_Away,Yellow_Cards_Home,Yellow_Cards_Away,Total_Passes_Home,Total_Passes_Away,resultado,diferencia_goles,total_goles,Mayor_Posesion,equipo_mas_amarillas,equipo_recibe_mas_tiros,portero_mas_paradas,minuto_gol_home,minuto_gol_away,equipo_marco_primero,equipo_ganador,anoto_primero_y_gano,save_ratio_home,save_ratio_away,equipo_mas_faltas,mas_faltas_perdio,gana_quien_mas_amarillas
France,Ligue-1,Marseille,Metz,1,1,2020/2021,0 - 0,1 - 1,"[""90+5'""]",['Sanson M.'],['(Radonjic N.)'],"[""71'""]",['Niane I.'],['(Udol M.)'],,"['(Tripping)', '(Roughing)']",,,"[""77'"", ""77'"", ""84'"", ""84'"", ""84'""]","['Khaoui S.', 'Germain V.', 'Radonjic N.', 'Gueye P.', 'Lopez M.']","['Nagatomo Y.', 'Rongier V.', 'Thauvin F.', 'Kamara B.', 'Caleta-Car D.']","[""76'"", ""88'"", ""88'"", ""90+4'""]","['Diallo H.', 'Tchimbembe W.', 'Yade P.', 'Kouyate K.']","['Niane I.', 'Boulaya F.', 'Nguette O.', 'Angban V.']",1.91,0.8500000000000001,61.0,39.0,3.0,3.0,2.0,4.0,2.0,2.0,15.0,11.0,0.0,0.0,0.0,2.0,563.0,368.0,empate,0,2,local,visitante,igual,igual,5.0,71.0,home,draw,0,0.6666666666666666,0.6666666666666666,home,1,False
France,Ligue-1,St Etienne,Rennes,0,3,2020/2021,0 - 1,0 - 2,,,,"[""33'"", ""52'"", ""89'""]","['Aguerd N.', 'Guirassy S.', 'Hunou A.']","['(Bourigeaud B.)', '(Del Castillo R.)', '(Raphinha)']",['(Tripping)'],['(Tripping)'],,,"[""46'"", ""46'"", ""61'"", ""73'"", ""81'""]","['Neyou Y.', 'Fofana W.', 'Krasso J.', 'Rivera M.', 'Tormin T.']","['Youssouf Z.', 'Moueffek A.', 'Aouchiche A.', 'Nordin A.', 'Bouanga D.']","[""69'"", ""69'"", ""83'"", ""83'"", ""90+2'""]","['Tait F.', 'Raphinha', 'Martin J.', 'Hunou A.', 'Rutter G.']","['Terrier M.', 'Del Castillo R.', 'Bourigeaud B.', 'Guirassy S.', 'Camavinga E.']",1.49,1.18,48.0,52.0,4.0,6.0,5.0,0.0,3.0,4.0,11.0,12.0,0.0,0.0,1.0,1.0,429.0,477.0,visitante,3,3,visitante,igual,local,visitante,,33.0,away,away,1,0.5,1.0,away,0,False
France,Ligue-1,Lille,Nantes,2,0,2020/2021,1 - 0,1 - 0,"[""43'"", ""87'""]","['Pallois N.', 'Yilmaz B.']","['(Own goal)', '(Penalty)']",,,,,"['(Tripping)', '(Holding)']",,,"[""64'"", ""79'"", ""79'"", ""90+1'"", ""90+1'""]","['Ikone J.', 'Lihadji I.', 'Soumare B.', 'Xeka', 'Yazici Y.']","['David J.', 'Luiz Araujo', 'Sanches R.', 'Andre B.', 'Yilmaz B.']","[""72'"", ""88'"", ""88'""]","['Bamba K.', 'Emond R.', 'Abeid M.']","['Coco M.', 'Blas L.', 'Louza I.']",1.7,0.915,55.0,45.0,4.0,6.0,3.0,1.0,6.0,2.0,16.0,12.0,0.0,0.0,0.0,2.0,499.0,402.0,local,2,2,local,visitante,local,local,43.0,,home,home,1,1.0,0.5,home,0,False
France,Ligue-1,Marseille,Lille,1,1,2020/2021,0 - 0,1 - 1,"[""85'""]",['Germain V.'],['(Sanson M.)'],"[""47'""]",['Luiz Araujo'],['(Bamba J.)'],"['(Tripping)', '(Unsportsmanlike conduct)', '(Roughing)']","['(Roughing)', '(Unsportsmanlike conduct)', '(Foul)']",,,"[""60'"", ""71'"", ""71'"", ""72'"", ""78'""]","['Sarr B.', 'Germain V.', 'Gueye P.', 'Radonjic N.', 'Ake M.']","['Nagatomo Y.', 'Thauvin F.', 'Rongier V.', 'Payet D.', 'Benedetto D.']","[""65'"", ""72'"", ""78'"", ""78'""]","['Mandava R.', 'Ikone J.', 'Sanches R.', 'Weah T.']","['Bradaric D.', 'Luiz Araujo', 'Yilmaz B.', 'David J.']",1.91,1.295,57.0,43.0,2.0,7.0,0.0,5.0,6.0,1.0,12.0,18.0,0.0,0.0,3.0,3.0,496.0,388.0,empate,0,2,local,igual,local,local,85.0,47.0,away,draw,0,0.8571428571428571,0.5,away,1,False
France,Ligue-1,Nantes,St Etienne,2,2,2020/2021,0 - 1,2 - 1,"[""71'"", ""85'""]","['Simon M.', 'Emond R.']","['(Appiah D.)', '-']","[""2'"", ""66'""]","['Aouchiche A.', 'Macon Y.']","['(Neyou Y.)', '(Aouchiche A.)']","['(Unsportsmanlike conduct)', '(Foul)']","['(Foul)', '(Roughing)']",,,"[""65'"", ""85'"", ""85'""]","['Bamba K.', 'Toure A.', 'Emond R.']","['Coco M.', 'Abeid M.', 'Blas L.']","[""58'"", ""59'"", ""76'"", ""77'"", ""80'""]","['Hamouma R.', 'Gourna-Douath L.', 'Monnet-Paquet K.', 'Rivera M.', 'Sidibe A.']","['Nordin A.', 'Youssouf Z.', 'Aouchiche A.', 'Bouanga D.', 'Neyou Y.']",1.1949999999999998,0.7,56.0,44.0,3.0,4.0,3.0,0.0,2.0,1.0,12.0,17.0,0.0,0.0,2.0,2.0,417.0,336.0,empate,0,4,local,igual,local,local,71.0,2.0,away,draw,0,0.5,0.3333333333333333,away,1,False
France,Ligue-1,Brest,Lorient,3,2,2020/2021,2 - 1,1 - 1,"[""30'"", ""32'"", ""62'""]","['Perraud R.', 'Mounie S.', 'Honorat F.']","['(Faussurier J.)', '(Perraud R.)', '-']","[""34'"", ""90+1'""]","['Herelle C.', 'Monconduit T.']","['(Own goal)', '(Hamel P.)']","['(Roughing)', '(Holding)']",['(Roughing)'],,,"[""46'"", ""58'"", ""58'"", ""76'"", ""87'""]","['Mbock H.', 'Honorat F.', 'Cardona I.', 'Battocchio C.', 'Chardonnet B.']","['Belkebla H.', 'Le Douaron J.', 'Faivre R.', 'Charbonier G.', 'Faussurier J.']","[""16'"", ""67'"", ""68'"", ""82'"", ""82'""]","['Hamel P.', 'Monconduit T.', 'Diarra S.', 'Wadja F.', 'Bozok U.']","['Boisgard Q.', 'Lemoine F.', 'Le Fee E.', 'Abergel L.', 'Grbic A.']",1.2650000000000001,0.77,56.0,44.0,6.0,4.0,2.0,1.0,2.0,3.0,20.0,13.0,0.0,0.0,2.0,1.0,491.0,369.0,local,1,5,local,local,visitante,visitante,30.0,1.0,away,home,0,0.5,0.5,home,0,True
France,Ligue-1,Metz,Reims,2,1,2020/2021,1 - 1,1 - 0,"[""18'"", ""88'""]","['Niane I.', 'Niane I.']","['(Boulaya F.)', '(Yade P.)']","[""43'""]",['Dia B.'],['(Penalty)'],['(Tripping)'],"['(Tripping)', '(Roughing)', '(Tripping)', '(Foul)']",,['(Holding)'],"[""62'"", ""71'"", ""81'""]","['Ambrose T.', 'Yade P.', 'Tchimbembe W.']","['Angban V.', 'Nguette O.', 'Pajot V.']","[""52'"", ""68'"", ""68'"", ""90'""]","['Maresic D.', 'Kutesa D.', 'Toure E. B.', 'Sierhuis K.']","['Cassama M.', 'Zeneli A.', 'Cafaro M.', 'Berisha V.']",0.885,1.105,59.0,41.0,4.0,4.0,1.0,0.0,3.0,2.0,14.0,7.0,0.0,1.0,1.0,4.0,447.0,317.0,local,1,3,local,visitante,igual,local,18.0,43.0,home,home,1,0.75,0.5,home,0,False
France,Ligue-1,Montpellier,Angers,4,1,2020/2021,2 - 1,2 - 0,"[""18'"", ""43'"", ""60'"", ""86'""]","['Souquet A.', 'Delort A.', 'Delort A.', 'Mollet F.']","['(Laborde G.)', '(Laborde G.)', '(Sambia J.)', '(Laborde G.)']","[""25'""]",['Bahoken S.'],['(Fulgini A.)'],"['(Holding)', '(Roughing)', '(Tripping)', '(Roughing)']","['(Roughing)', '(Roughing)', '(Roughing)', '(Not on pitch)']",,,"[""46'"", ""68'"", ""74'"", ""84'"", ""85'""]","['Sambia J.', 'Oyongo A.', 'Mollet F.', 'Chotard J.', 'Mavididi S.']","['Souquet A.', 'Cozza N.', 'Le Tallec D.', 'Ferri J.', 'Delort A.']","[""63'"", ""63'"", ""74'"", ""74'""]","['Thioub S.', 'Ait-Nouri R.', 'Diony L.', 'Cho M.']","['Coulibaly L.', 'Ebosse E.', 'Mangani T.', 'Bahoken S.']",1.5350000000000001,0.675,51.0,49.0,9.0,3.0,0.0,0.0,2.0,5.0,14.0,5.0,0.0,0.0,4.0,3.0,503.0,500.0,local,3,5,local,local,visitante,visitante,18.0,25.0,home,home,1,0.6666666666666666,0.5555555555555556,home,0,True
France,Ligue-1,Strasbourg,Dijon,1,0,2020/2021,0 - 0,1 - 0,"[""80'""]",['Mitrovic S.'],['(Lienard D.)'],,,,['(Tripping)'],['(Unsportsmanlike conduct)'],,,"[""58'"", ""59'"", ""68'"", ""77'"", ""78'""]","['Lienard D.', 'Carole L.', 'Chahiri M.', 'Saadi I.', 'Prcic S.']","['Bellegarde J.', 'Caci A.', 'Waris M.', 'Thomasson A.', 'Djiku A.']","[""61'"", ""66'"", ""85'"", ""86'""]","['Chouiar M.', 'Lautoa W.', 'Younoussa W.', 'Philippe R.']","['Sammaritano F.', 'Dina Ebimbe J.', 'Marie J.', 'Celina B.']",1.27,1.12,58.0,42.0,6.0,2.0,2.0,1.0,2.0,5.0,10.0,16.0,0.0,0.0,1.0,1.0,565.0,402.0,local,1,1,local,igual,visitante,visitante,80.0,,home,home,1,1.0,0.8333333333333334,away,1,False
France,Ligue-1,Nice,PSG,0,3,2020/2021,0 - 2,0 - 1,,,,"[""38'"", ""45+1'"", ""66'""]","['Mbappe K.', 'Di Maria A.', 'Marquinhos']","['(Penalty)', '-', '(Di Maria A.)']",['(Unsportsmanlike conduct)'],"['(Roughing)', '(Tripping)']",,,"[""58'"", ""58'"", ""65'"", ""73'""]","['Sylvestre E.', 'Ndoye D.', 'Daniliuc F.', 'Guessand E.']","['Thuram K.', 'Lotomba J.', 'Atal Y.', 'Rony Lopes']","[""23'"", ""79'"", ""79'"", ""83'""]","['Herrera A.', 'Fadiga B.', 'Sarabia P.', 'Dagba C.']","['Gueye I.', 'Di Maria A.', 'Mbappe K.', 'Kimpembe P.']",1.54,1.73,50.0,50.0,5.0,6.0,0.0,2.0,3.0,5.0,9.0,9.0,0.0,0.0,1.0,2.0,549.0,539.0,visitante,3,3,empate,visitante,local,visitante,,1.0,away,away,1,0.5,1.0,empate,0,True
France,Ligue-1,Rennes,Monaco,2,1,2020/2021,0 - 1,2 - 0,"[""81'"", ""90+1'""]","[""N'Zonzi S."", 'Truffert A.']","['(Truffert A.)', '(Terrier M.)']","[""28'""]",['Ben Yedder W.'],['-'],['(Foul)'],"['(Tripping)', '(Roughing)']",,,"[""41'"", ""58'"", ""80'"", ""80'""]","['Truffert A.', 'Del Castillo R.', 'Martin J.', 'Tait F.']","['Maouassa F.', 'Raphinha', 'Bourigeaud B.', 'Camavinga E.']","[""72'"", ""83'"", ""89'"", ""90+2'"", ""90+3'""]","['Geubbels W.', 'Onyekuru H.', 'Martins G.', 'Maripan G.', 'Jovetic S.']","['Fabregas C.', 'Ben Yedder W.', 'Volland K.', 'Diop S.', 'Tchouameni A.']",1.435,1.68,58.0,42.0,3.0,2.0,0.0,3.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,2.0,599.0,422.0,local,1,3,local,visitante,visitante,igual,1.0,28.0,home,home,1,0.5,0.3333333333333333,empate,0,False
France,Ligue-1,Lens,Bordeaux,2,1,2020/2021,0 - 0,2 - 1,"[""47'"", ""59'""]","['Ganago I.', 'Kakuta G.']","['-', '(Penalty)']","[""90+5'""]",['Kalu S.'],['(Adli Y.)'],"['(Holding)', '(Tripping)', '(Tripping)', '(Tripping)', '(Roughing)']","['(Roughing)', '(Roughing)', '(Tripping)', '(Unsportsmanlike conduct)']",,['(Holding)'],"[""64'"", ""75'"", ""75'"", ""75'"", ""87'""]","['Fofana S.', 'Banza S.', 'Boura I.', 'Jean C.', 'Mauricio T.']","['Doucoure C.', 'Sotoca F.', 'Clauss J.', 'Ganago I.', 'Kakuta G.']","[""26'"", ""60'"", ""82'"", ""82'"", ""82'""]","['Adli Y.', 'Pablo', 'Kalu S.', 'Pardo R.', 'Maja J.']","['Basic T.', 'Briand J.', 'Oudin R.', 'Hwang Ui-Jo', 'de Preville N.']",1.81,1.12,59.0,41.0,5.0,3.0,1.0,1.0,2.0,3.0,15.0,15.0,0.0,1.0,5.0,5.0,545.0,380.0,local,1,3,local,igual,visitante,visitante,47.0,5.0,away,home,0,0.6666666666666666,0.6,empate,0,False
France,Ligue-1,Lyon,Nimes,0,0,2020/2021,0 - 0,0 - 0,,,,,,,"['(Tripping)', '(Tripping)', '(Not on pitch)', '(Tripping)']","['(Roughing)', '(Roughing)']",,,"[""46'"", ""56'"", ""62'"", ""87'""]","['Toko Ekambi K.', 'Diomande S.', 'Jean Lucas', 'Kadewere T.']","['Cornet M.', 'Dubois L.', 'Caqueret M.', 'Cherki R.']","[""46'"", ""59'"", ""90+4'""]","['Roux N.', 'Ahlinvi M.', 'Buades L.']","['Duljevic H.', 'Sarr S.', 'Roux N.']",1.79,1.12,74.0,26.0,3.0,3.0,0.0,0.0,3.0,3.0,18.0,12.0,0.0,0.0,3.0,2.0,638.0,233.0,empate,0,0,local,local,igual,igual,,,ninguno,draw,0,1.0,1.0,home,1,False
France,Ligue-1,Marseille,St Etienne,0,2,2020/2021,0 - 1,0 - 1,,,,"[""6'"", ""75'""]","['Hamouma R.', 'Bouanga D.']","['(Macon Y.)', '(Nordin A.)']","['(Tripping)', '(Tripping)']","['(Tripping)', '(Tripping)']",,,"[""46'"", ""46'"", ""73'"", ""78'"", ""78'""]","['Ake M.', 'Sarr B.', 'Germain V.', 'Strootman K.', 'Rocchia C.']","['Lopez M.', 'Balerdi L.', 'Sanson M.', 'Rongier V.', 'Sakai H.']","[""9'"", ""46'"", ""58'"", ""72'"", ""72'""]","['Moueffek A.', 'Nordin A.', 'Youssouf Z.', 'Sissoko A.', 'Gourna-Douath L.']","['Debuchy M.', 'Aouchiche A.', 'Hamouma R.', 'Abi C.', 'Neyou Y.']",1.91,0.7,60.0,40.0,2.0,5.0,3.0,4.0,3.0,2.0,13.0,15.0,0.0,0.0,2.0,2.0,519.0,344.0,visitante,2,2,local,igual,local,local,,6.0,away,away,1,0.6,1.0,away,0,False
France,Ligue-1,PSG,Metz,1,0,2020/2021,0 - 0,1 - 0,"[""90+3'""]",['Draxler J.'],['-'],,,,"['(Holding)', '(Foul)']","['(Holding)', '(Roughing)']",['(Roughing)'],,"[""63'"", ""69'"", ""84'""]","['Bernat J.', 'Kimpembe P.', 'Fadiga B.']","['Bakker M.', 'Sarabia P.', 'Gueye I.']","[""73'"", ""82'"", ""82'"", ""86'""]","['Nguette O.', 'Maziz Y.', 'Ambrose T.', 'Angban V.']","['Diallo H.', 'Boulaya F.', 'Niane I.', 'Pajot V.']",2.04,0.8500000000000001,72.0,28.0,8.0,1.0,1.0,3.0,1.0,7.0,8.0,6.0,1.0,0.0,3.0,2.0,638.0,254.0,local,1,1,local,local,visitante,visitante,3.0,,home,home,1,1.0,0.875,home,0,True
France,Ligue-1,Montpellier,Lyon,2,1,2020/2021,1 - 0,1 - 1,"[""38'"", ""59'""]","['Savanier T.', 'Savanier T.']","['(Penalty)', '(Ristic M.)']","[""82'""]",['Depay M.'],['(Penalty)'],"['(Tripping)', '(Tripping)', '(Tripping)']","['(Tripping)', '(Diving)']",['(Tripping)'],['(Tripping)'],"[""63'"", ""63'"", ""75'"", ""86'""]","['Mollet F.', 'Mavididi S.', 'Chotard J.', 'Sambia J.']","['Ferri J.', 'Delort A.', 'Savanier T.', 'Laborde G.']","[""55'"", ""55'"", ""68'"", ""68'"", ""74'""]","['Jean Lucas', 'Depay M.', 'Bard M.', 'Cherki R.', 'Dembele M.']","['Guimaraes B.', 'Kadewere T.', 'Denayer J.', 'Toko Ekambi K.', 'Cornet M.']",1.5350000000000001,1.24,44.0,56.0,3.0,7.0,2.0,0.0,6.0,1.0,13.0,13.0,1.0,1.0,3.0,2.0,391.0,488.0,local,1,3,visitante,local,local,local,38.0,82.0,home,home,1,0.8571428571428571,0.6666666666666666,empate,0,True
France,Ligue-1,"PSG
3","Marseille
2",0,1,2020/2021,0 - 1,0 - 0,,,,"[""31'""]",['Thauvin F.'],['(Payet D.)'],"['(Unsportsmanlike conduct)', '(Tripping)', '(Tripping)', '(Tripping)', '(Tripping)']","['(Tripping)', '(Unsportsmanlike conduct)', '(Tripping)', '(Tripping)', '(Holding)', '(Unsportsmanlike conduct)', '(Holding)']","['(Fighting)', '(Unsportsmanlike conduct)', '(Fighting)']","['(Fighting)', '(Unsportsmanlike conduct)']","[""61'"", ""71'"", ""84'"", ""84'""]","['Draxler J.', 'Paredes L.', 'Kurzawa L.', 'Dagba C.']","['Herrera A.', 'Verratti M.', 'Bernat J.', 'Florenzi A.']","[""58'"", ""68'"", ""77'"", ""77'""]","['Benedetto D.', 'Strootman K.', 'Germain V.', 'Radonjic N.']","['Gueye P.', 'Lopez M.', 'Thauvin F.', 'Payet D.']",1.43,1.12,66.0,34.0,4.0,2.0,4.0,3.0,1.0,4.0,17.0,19.0,3.0,2.0,6.0,8.0,527.0,278.0,visitante,1,1,local,visitante,visitante,visitante,,31.0,away,away,1,0.5,1.0,away,0,True
France,Ligue-1,Monaco,Nantes,2,1,2020/2021,1 - 0,1 - 1,"[""5'"", ""65'""]","['Diop S.', 'Geubbels W.']","['-', '(Onyekuru H.)']","[""61'""]",['Blas L.'],['(Appiah D.)'],"['(Foul)', '(Foul)', '(Tripping)']",['(Foul)'],,,"[""62'"", ""62'"", ""78'"", ""90'""]","['Geubbels W.', 'Onyekuru H.', 'Pellegri P.', 'Jovetic S.']","['Martins G.', 'Volland K.', 'Ben Yedder W.', 'Fabregas C.']","[""61'"", ""73'"", ""90'""]","['Mendy B.', 'Emond R.', 'Ndilu B.']","['Toure A.', 'Bamba K.', 'Blas L.']",1.52,0.915,57.0,43.0,5.0,2.0,3.0,1.0,1.0,3.0,14.0,11.0,0.0,0.0,3.0,1.0,575.0,419.0,local,1,3,local,local,visitante,visitante,5.0,61.0,home,home,1,0.5,0.6,home,0,True
France,Ligue-1,Angers,Reims,1,0,2020/2021,0 - 0,1 - 0,"[""55'""]",['Bahoken S.'],['(Bobichon A.)'],,,,"['(Roughing)', '(Holding)']",['(Roughing)'],,['(Roughing)'],,,,"[""46'"", ""46'""]","['Munetsi M.', 'Kutesa D.']","['Zeneli A.', 'Cafaro M.']",0.9750000000000001,1.105,58.0,42.0,7.0,2.0,2.0,0.0,2.0,6.0,12.0,12.0,1.0,1.0,4.0,2.0,544.0,401.0,local,1,1,local,local,visitante,visitante,55.0,,home,home,1,1.0,0.8571428571428571,empate,0,True
France,Ligue-1,Dijon,Brest,0,2,2020/2021,0 - 1,0 - 1,,,,"[""42'""]",['Perraud R.'],['(Le Douaron J.)'],['(Foul)'],,['(Foul)'],,"[""46'"", ""46'"", ""46'""]","['Lautoa W.', 'Assale R.', 'Celina B.']","['Cheikh P.', 'Marie J.', 'Dobre A.']","[""21'"", ""24'"", ""46'""]","['Faussurier J.', 'Battocchio C.', 'Mbock H.']","['Pierre-Gabriel R.', 'Belkebla H.', 'Le Douaron J.']",1.43,0.97,50.0,50.0,3.0,5.0,1.0,2.0,3.0,3.0,16.0,16.0,1.0,0.0,2.0,0.0,433.0,438.0,visitante,2,2,empate,local,local,igual,,42.0,away,away,1,0.6,1.0,empate,0,False
France,Ligue-1,Lorient,Lens,2,3,2020/2021,1 - 2,1 - 1,"[""14'"", ""90+2'""]","['Grbic A.', 'Wissa Y.']","['(Wissa Y.)', '(Penalty)']","[""31'"", ""34'"", ""63'""]","['Kakuta G.', 'Medina F.', 'Ganago I.']","['(Penalty)', '(Sotoca F.)', '(Sotoca F.)']","['(Roughing)', '(Tripping)', '(Roughing)', '(Roughing)']","['(Tripping)', '(Tripping)']",,['(Roughing)'],"[""46'"", ""64'"", ""74'"", ""82'""]","['Abergel L.', 'Le Fee E.', 'Bozok U.', 'Chalobah T.']","['Diarra S.', 'Marveaux S.', 'Lemoine F.', 'Mendes H.']","[""57'"", ""57'"", ""71'"", ""71'"", ""85'""]","['Ganago I.', 'Michelin C.', 'Perez M.', 'Mauricio T.', 'Sylla I.']","['Jean C.', 'Clauss J.', 'Cahuzac Y.', 'Kakuta G.', 'Boura I.']",0.9299999999999999,1.03,47.0,53.0,3.0,6.0,0.0,0.0,3.0,1.0,20.0,16.0,0.0,1.0,4.0,3.0,354.0,407.0,visitante,1,5,visitante,local,local,local,2.0,31.0,home,away,0,0.5,0.3333333333333333,home,1,False
France,Ligue-1,Nimes,Rennes,2,4,2020/2021,1 - 2,1 - 2,"[""36'"", ""55'""]","['Cubas A.', 'Ferhat Z.']","['-', '(Meling B.)']","[""12'"", ""39'"", ""72'"", ""90+7'""]","['Guirassy S.', 'Guirassy S.', 'Aguerd N.', 'Bourigeaud B.']","['(Raphinha)', '(Tait F.)', '(Bourigeaud B.)', '(Del Castillo R.)']","['(Roughing)', '(Roughing)']","['(Roughing)', '(Roughing)', '(Foul)', '(Roughing)', '(Holding)', '(Unsportsmanlike conduct)']",,,"[""46'"", ""56'"", ""80'"", ""80'"", ""80'""]","['Alakouch S.', 'Kone M.', 'Fomba L.', 'Roux N.', 'Briancon A.']","['Philippoteaux R.', 'Denkey K.', 'Deaux L.', 'Benrahou Y.', 'Alakouch S.']","[""64'"", ""79'"", ""79'"", ""79'"", ""88'""]","['Bourigeaud B.', 'Hunou A.', 'Soppy B.', 'Del Castillo R.', 'Gboho Y.']","['Camavinga E.', 'Guirassy S.', 'Traore H.', 'Tait F.', 'Raphinha']",1.43,1.18,45.0,55.0,9.0,6.0,1.0,0.0,2.0,7.0,17.0,13.0,0.0,0.0,2.0,6.0,358.0,443.0,visitante,2,6,visitante,visitante,visitante,visitante,36.0,7.0,away,away,1,0.3333333333333333,0.7777777777777778,home,1,True
France,Ligue-1,Lille,Metz,1,0,2020/2021,0 - 0,1 - 0,"[""88'""]",['Luiz Araujo'],['(Bradaric D.)'],,,,"['(Tripping)', '(Tripping)', '(Foul)', '(Not on pitch, Unsportsmanlike conduct)', '(Tripping)']","['(Tripping)', '(Holding)', '(Roughing)', '(Foul)']",,,"[""73'"", ""83'"", ""83'"", ""87'""]","['Luiz Araujo', 'Celik Z.', 'Weah T.', 'Yazici Y.']","['Ikone J.', 'Pied J.', 'David J.', 'Andre B.']","[""67'"", ""90+1'"", ""90+1'"", ""90+1'""]","['Diallo H.', 'Tchimbembe W.', 'Gueye L.', 'Yade P.']","['Niane I.', 'Nguette O.', 'Fofana M.', 'Angban V.']",1.7,0.8500000000000001,62.0,38.0,6.0,1.0,1.0,2.0,1.0,5.0,12.0,14.0,0.0,0.0,4.0,4.0,559.0,339.0,local,1,1,local,igual,visitante,visitante,88.0,,home,home,1,1.0,0.8333333333333334,away,1,False
France,Ligue-1,St Etienne,Strasbourg,2,0,2020/2021,0 - 0,2 - 0,,,,,,,,"['(Roughing)', '(Tripping)']",,,,,,,,,1.49,1.005,49.0,51.0,4.0,7.0,3.0,0.0,7.0,2.0,13.0,19.0,0.0,0.0,1.0,3.0,344.0,379.0,local,2,2,visitante,visitante,local,local,,,ninguno,home,0,1.0,0.5,away,1,False
France,Ligue-1,Montpellier,Nice,3,1,2020/2021,1 - 0,2 - 1,"[""18'"", ""50'"", ""64'""]","['Laborde G.', 'Congre D.', 'Congre D.']","['(Delort A.)', '(Savanier T.)', '(Delort A.)']","[""69'""]",['Dante'],['(Gouiri A.)'],,"['(Tripping)', '(Roughing)']",,,"[""68'"", ""73'"", ""84'"", ""85'"", ""85'""]","['Sambia J.', 'Chotard J.', 'Oyongo A.', 'Mavididi S.', 'Dolly K.']","['Savanier T.', 'Ferri J.', 'Ristic M.', 'Delort A.', 'Souquet A.']","[""46'"", ""63'"", ""80'"", ""89'""]","['Claude-Maurice A.', 'Gouiri A.', 'Ndoye D.', 'Sylvestre E.']","['Thuram K.', 'Maolida M.', 'Rony Lopes', 'Atal Y.']",1.5350000000000001,1.27,37.0,63.0,13.0,1.0,1.0,0.0,0.0,10.0,17.0,16.0,0.0,0.0,0.0,2.0,281.0,483.0,local,2,4,visitante,visitante,visitante,visitante,18.0,69.0,home,home,1,0.0,0.7692307692307693,home,0,False
France,Ligue-1,Bordeaux,Lyon,0,0,2020/2021,0 - 0,0 - 0,,,,,,,"['(Roughing)', '(Holding)']","['(Roughing)', '(Tripping)', '(Roughing)']",,,"[""61'"", ""74'"", ""74'"", ""90+1'""]","['Adli Y.', 'Maja J.', 'Briand J.', 'Poundje M.']","['Kalu S.', 'de Preville N.', 'Hwang Ui-Jo', 'Oudin R.']","[""59'"", ""59'"", ""73'"", ""83'""]","['Aouar H.', 'Thiago Mendes', 'Kadewere T.', 'Cherki R.']","['Dembele M.', 'Guimaraes B.', 'Depay M.', 'Toko Ekambi K.']",1.43,1.24,45.0,55.0,0.0,3.0,0.0,0.0,3.0,0.0,12.0,19.0,0.0,0.0,2.0,3.0,369.0,455.0,empate,0,0,visitante,visitante,local,local,,,ninguno,draw,0,1.0,,away,1,False
France,Ligue-1,Lens,PSG,1,0,2020/2021,0 - 0,1 - 0,"[""57'""]",['Ganago I.'],['-'],,,,"['(Tripping)', '(Roughing)']","['(Roughing)', '(Tripping)']",,,"[""65'"", ""72'"", ""72'"", ""83'"", ""83'""]","['Sotoca F.', 'Jean C.', 'Cahuzac Y.', 'Mauricio T.', 'Boura I.']","['Banza S.', 'Ganago I.', 'Kakuta G.', 'Doucoure C.', 'Sylla I.']","[""68'"", ""75'"", ""75'"", ""83'""]","['Dagba C.', 'Jese', 'Diallo A.', 'Bakker M.']","['Ruiz-Atil K.', 'Kalimuendo A.', 'Kimpembe P.', 'Bernat J.']",1.81,1.73,22.0,78.0,3.0,1.0,3.0,3.0,1.0,2.0,21.0,10.0,0.0,0.0,2.0,2.0,236.0,896.0,local,1,1,visitante,igual,visitante,visitante,57.0,,home,home,1,1.0,0.6666666666666666,home,0,False
France,Ligue-1,Brest,Marseille,2,3,2020/2021,1 - 2,1 - 1,"[""45+1'""]",['Faivre R.'],['(Charbonier G.)'],"[""20'"", ""27'"", ""80'""]","['Thauvin F.', 'Caleta-Car D.', 'Caleta-Car D.']","['(Sanson M.)', '(Thauvin F.)', '(Thauvin F.)']",,"['(Roughing)', '(Roughing)', '(Roughing)', '(Roughing)']",,,"[""72'"", ""79'"", ""79'""]","['Le Douaron J.', 'Heriberto Tavares', 'Faussurier J.']","['Honorat F.', 'Faivre R.', 'Cardona I.']","[""62'"", ""72'"", ""79'"", ""80'""]","['Ake M.', 'Rongier V.', 'Gueye P.', 'Germain V.']","['Radonjic N.', 'Strootman K.', 'Sanson M.', 'Benedetto D.']",1.2650000000000001,1.19,59.0,41.0,4.0,4.0,3.0,2.0,1.0,2.0,17.0,13.0,0.0,0.0,2.0,4.0,485.0,354.0,visitante,1,5,local,visitante,igual,visitante,1.0,20.0,home,away,0,0.25,0.5,home,1,True
