Country,League,home_team,away_team,home_score,away_score,season_year,first_half,second_half,home_team_goals_current_time,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals,away_team_goals_assist,home_team_yellow_card_why,away_team_yellow_card_why,home_team_red_card_why,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,expected_goals_xg_home,expected_goals_xg_away,Ball_Possession_Home,Ball_Possession_Away,Shots_on_Goal_Home,Shots_on_Goal_Away,Offsides_Home,Offsides_Away,Goalkeeper_Saves_Home,Goalkeeper_Saves_Away,Fouls_Home,Fouls_Away,Red_Cards_Home,Red_Cards_Away,Yellow_Cards_Home,Yellow_Cards_Away,Total_Passes_Home,Total_Passes_Away,resultado,diferencia_goles,total_goles,Mayor_Posesion,equipo_mas_amarillas,equipo_recibe_mas_tiros,portero_mas_paradas,minuto_gol_home,minuto_gol_away,equipo_marco_primero,equipo_ganador,anoto_primero_y_gano,save_ratio_home,save_ratio_away,equipo_mas_faltas,mas_faltas_perdio,gana_quien_mas_amarillas
Italy,Serie-a,Verona,Inter,2,2,2019/2020,1 - 0,1 - 2,"[""2'"", ""86'""]","['Lazovic D.', 'Veloso M.']","['(Dimarco F.)', '(Rrahmani A.)']","[""49'"", ""55'""]","['Candreva A.', 'Dimarco F.']","['-', '(Own goal)']","['(Tripping)', '(Holding)', '(Unsportsmanlike conduct)']","['(Unsportsmanlike conduct)', '(Foul)']",,,"[""53'"", ""66'"", ""84'"", ""84'""]","['Di Carmine S.', 'Adjapong C.', 'Verre V.', 'Alan Empereur']","['Stepinski M.', 'Dimarco F.', 'Lazovic D.', 'Kumbulla M.']","[""70'"", ""76'"", ""88'""]","['Vecino M.', 'Martinez L.', 'Eriksen C.']","['Brozovic M.', 'Lukaku R.', 'Valero B.']",0.74,1.45,42.0,58.0,4.0,7.0,0.0,4.0,5.0,2.0,19.0,12.0,0.0,0.0,3.0,2.0,,,empate,0,4,visitante,local,local,local,2.0,49.0,home,draw,0,0.7142857142857143,0.5,home,1,False
Italy,Serie-a,Spal,Udinese,0,3,2019/2020,0 - 2,0 - 1,,,,"[""18'"", ""35'"", ""81'""]","['de Paul R.', 'Okaka S.', 'Lasagna K.']","['-', '-', '(Fofana S.)']",,,,,"[""46'"", ""63'"", ""72'"", ""72'"", ""84'""]","['Dabo B.', 'Strefezza G.', 'Reca A.', 'Floccari S.', 'Cerri A.']","['Missiroli S.', 'Murgia A.', ""D'Alessandro M."", 'Castro L.', 'Petagna A.']","[""76'"", ""77'"", ""82'"", ""82'"", ""90+1'""]","['ter Avest H.', 'Samir Caetano', 'Nestorovski I.', 'Teodorczyk L.', 'Ballarini M.']","['Zeegelaar M.', 'De Maio S.', 'Lasagna K.', 'Okaka S.', 'Fofana S.']",1.43,0.86,49.0,51.0,3.0,4.0,0.0,1.0,1.0,3.0,11.0,9.0,0.0,0.0,0.0,0.0,,,visitante,3,3,visitante,igual,local,visitante,,18.0,away,away,1,0.25,1.0,home,1,False
Italy,Serie-a,AS Roma,Parma,2,1,2019/2020,1 - 1,1 - 0,"[""43'"", ""57'""]","['Mkhitaryan H.', 'Veretout J.']","['(Bruno Peres)', '(Mkhitaryan H.)']","[""9'""]",['Kucka J.'],['(Penalty)'],"['(Tripping)', '(Tripping)', '(Roughing)', '(Tripping)', '(Tripping)']",['(Roughing)'],,,"[""67'"", ""82'"", ""83'"", ""90'""]","['Kolarov A.', 'Villar G.', 'Perez C.', 'Zaniolo N.']","['Bruno Peres', 'Diawara A.', 'Pellegrini Lo.', 'Mkhitaryan H.']","[""46'"", ""63'"", ""81'"", ""87'"", ""88'""]","['Kurtic J.', 'Karamoh Y.', 'Caprari G.', 'Sprocati M.', 'Scozzarella M.']","['Cornelius A.', 'Barilla A.', 'Kulusevski D.', 'Gervinho', 'Hernani']",1.31,1.06,56.0,44.0,9.0,2.0,1.0,3.0,1.0,7.0,19.0,10.0,0.0,0.0,5.0,1.0,,,local,1,3,local,local,visitante,visitante,43.0,9.0,away,home,0,0.5,0.7777777777777778,home,0,True
Italy,Serie-a,Atalanta,Sampdoria,2,0,2019/2020,0 - 0,2 - 0,"[""75'"", ""85'""]","['Toloi R.', 'Muriel L.']","['(Malinovsky R.)', '-']",,,,"['(Tripping)', '(Not on pitch)', '(Handling)']","['(Holding)', '(Delay of game)', '(Not on pitch)', '(Tripping)']",,['(Not on pitch)'],"[""52'"", ""69'"", ""70'"", ""86'"", ""86'""]","['De Roon M.', 'Malinovsky R.', 'Muriel L.', 'Sutalo B.', 'Castagne T.']","['Djimsiti B.', 'Ilicic J.', 'Pasalic M.', 'Zapata D.', 'Gosens R.']","[""82'"", ""82'"", ""83'"", ""90+1'""]","['Ramirez G.', 'Augello T.', 'La Gumina A.', ""D'Amico F.""]","['Gabbiadini M.', 'Jankto J.', 'Ekdal A.', 'Depaoli F.']",1.53,0.5549999999999999,62.0,38.0,7.0,5.0,0.0,2.0,5.0,5.0,12.0,20.0,0.0,0.0,2.0,3.0,,,local,2,2,local,visitante,visitante,igual,75.0,,home,home,1,1.0,0.7142857142857143,away,1,False
Italy,Serie-a,Bologna,Sassuolo,1,2,2019/2020,0 - 1,1 - 1,"[""90+1'""]",['Barrow M.'],['-'],"[""41'"", ""57'""]","['Berardi D.', 'Haraslin L.']","['(Muldur M.)', '-']","['(Roughing)', '(Roughing)', '(Tripping)']","['(Holding)', '(Tripping)', '(Handling)', '(Roughing)']",['(Not on pitch)'],,"[""61'"", ""61'"", ""74'"", ""74'"", ""83'""]","['Sansone N.', 'Dominguez N.', 'Skov Olsen A.', 'Baldursson A. F.', 'Cangiano G.']","['Svanberg M.', 'Medel G.', 'Orsolini R.', 'Schouten J.', 'Palacio R.']","[""65'"", ""72'"", ""73'"", ""80'"", ""81'""]","['Boga J.', 'Traore H. J.', 'Ferrari G. M.', 'Bourabia M.', 'Magnani G.']","['Haraslin L.', 'Defrel G.', 'Peluso F.', 'Berardi D.', 'Locatelli M.']",1.38,1.02,45.0,55.0,6.0,6.0,3.0,1.0,4.0,5.0,17.0,16.0,0.0,0.0,3.0,4.0,,,visitante,1,3,visitante,visitante,igual,visitante,1.0,41.0,home,away,0,0.6666666666666666,0.8333333333333334,home,1,True
Italy,Serie-a,Torino,Brescia,3,1,2019/2020,0 - 1,3 - 0,"[""48'"", ""58'"", ""86'""]","['Mateju A.', 'Belotti A.', 'Zaza S.']","['(Own goal)', '-', '-']","[""21'""]",['Torregrossa E.'],['-'],['(Tripping)'],"['(Tripping)', '(Roughing)', '(Tripping)']",,,"[""75'"", ""79'"", ""89'"", ""89'""]","['Aina O.', 'Lukic S.', 'Berenguer A.', 'Djidji K.']","['Ansaldi C.', 'Verdi S.', 'Belotti A.', 'De Silvestri L.']","[""60'"", ""61'"", ""74'"", ""74'"", ""87'""]","['Viviani M.', 'Zmrhal J.', 'Ndoj E.', 'Skrabb S.', 'Ghezzi A.']","['Tonali S.', 'Bjarnason B.', 'Dessena D.', 'Spalek N.', 'Torregrossa E.']",0.95,1.12,54.0,46.0,10.0,6.0,2.0,0.0,5.0,7.0,24.0,19.0,0.0,0.0,1.0,3.0,,,local,2,4,local,visitante,visitante,visitante,48.0,21.0,away,home,0,0.8333333333333334,0.7,home,0,False
Italy,Serie-a,Fiorentina,Cagliari,0,0,2019/2020,0 - 0,0 - 0,,,,,,,"['(Roughing)', '(Roughing)']","['(Roughing)', '(Tripping)']",,,"[""46'"", ""59'"", ""61'"", ""75'"", ""75'""]","['Ghezzal R.', 'Dalbert', 'Pulgar E.', 'Kouame C.', 'Cutrone P.']","['Chiesa F.', 'Lirola P.', 'Badelj M.', 'Vlahovic D.', 'Ribery F.']","[""63'"", ""63'"", ""79'""]","['Ionita A.', 'Ragatzu D.', 'Farago P.']","['Rog M.', 'Joao Pedro Galvao', 'Birsa V.']",1.495,0.81,56.0,44.0,7.0,7.0,0.0,3.0,7.0,7.0,12.0,11.0,0.0,0.0,2.0,2.0,,,empate,0,0,local,igual,igual,igual,,,ninguno,draw,0,1.0,1.0,home,1,False
Italy,Serie-a,Genoa,Napoli,1,2,2019/2020,0 - 1,1 - 1,"[""49'""]",['Goldaniga E.'],['(Schone L.)'],"[""45+1'"", ""66'""]","['Mertens D.', 'Lozano H.']","['(Insigne L.)', '(Ruiz F.)']",['(Tripping)'],,,,"[""64'"", ""71'"", ""71'"", ""82'"", ""82'""]","['Lerager L.', 'Pandev G.', 'Falque I.', 'Ghiglione P.', 'Favilli A.']","['Behrami V.', 'Sanabria A.', 'Cassata F.', 'Biraschi D.', 'Pinamonti A.']","[""64'"", ""64'"", ""82'"", ""82'"", ""87'""]","['Milik A.', 'Lozano H.', 'Younes A.', 'Zielinski P.', 'Allan']","['Mertens D.', 'Politano M.', 'Insigne L.', 'Elmas E.', 'Ruiz F.']",1.03,1.32,36.0,64.0,3.0,11.0,3.0,0.0,9.0,2.0,13.0,6.0,0.0,0.0,1.0,0.0,,,visitante,1,3,visitante,local,local,local,49.0,1.0,away,away,1,0.8181818181818182,0.6666666666666666,home,1,False
Italy,Serie-a,AC Milan,Juventus,4,2,2019/2020,0 - 0,4 - 2,"[""62'"", ""66'"", ""67'"", ""80'""]","['Ibrahimovic Z.', 'Kessie F.', 'Leao R.', 'Rebic A.']","['(Penalty)', '(Ibrahimovic Z.)', '(Rebic A.)', '(Bonaventura G.)']","[""47'"", ""53'""]","['Rabiot A.', 'Ronaldo C.']","['-', '(Cuadrado J.)']","['(Roughing)', '(Roughing)', '(Unsportsmanlike conduct)', '(Roughing)']",['(Handling)'],,,"[""46'"", ""60'"", ""67'"", ""82'"", ""82'""]","['Calhanoglu H.', 'Leao R.', 'Bonaventura G.', 'Calabria D.', 'Krunic R.']","['Paqueta L.', 'Saelemaekers A.', 'Ibrahimovic Z.', 'Conti A.', 'Rebic A.']","[""69'"", ""69'"", ""69'"", ""77'"", ""90+4'""]","['Matuidi B.', 'Douglas Costa', 'Ramsey A.', 'Alex Sandro', 'Muratore S.']","['Rabiot A.', 'Higuain G.', 'Pjanic M.', 'Cuadrado J.', 'Bentancur R.']",1.7650000000000001,1.21,50.0,50.0,9.0,4.0,4.0,1.0,2.0,5.0,14.0,16.0,0.0,0.0,4.0,1.0,,,local,2,6,empate,local,visitante,visitante,62.0,47.0,away,home,0,0.5,0.5555555555555556,away,1,True
Italy,Serie-a,Lecce,Lazio,2,1,2019/2020,1 - 1,1 - 0,"[""30'"", ""47'""]","['Babacar K.', 'Lucioni F.']","['(Falco F.)', '(Saponara R.)']","[""5'""]",['Caicedo F.'],['-'],"['(Tripping)', '(Delay of game)', '(Tripping)']","['(Diving)', '(Tripping)', '(Unsportsmanlike conduct)']",,['(Unsportsmanlike conduct)'],"[""52'"", ""59'"", ""72'"", ""72'""]","['Majer Z.', 'Diego Farias', 'Deiola A.', 'Rispoli A.']","['Babacar K.', 'Saponara R.', 'Petriccione J.', 'Falco F.']","[""46'"", ""46'"", ""46'"", ""70'"", ""85'""]","['Luiz Felipe', 'Milinkovic-Savic S.', 'Lukaku J.', 'Cataldi D.', 'Adekanye B.']","['Radu S.', 'Lucas Leiva', 'Jony', 'Parolo M.', 'Lazzari M.']",1.25,1.12,43.0,57.0,3.0,10.0,0.0,3.0,9.0,1.0,8.0,11.0,0.0,1.0,3.0,3.0,,,local,1,3,visitante,igual,local,local,30.0,5.0,away,home,0,0.9,0.3333333333333333,away,1,False
Italy,Serie-a,Napoli,AS Roma,2,1,2019/2020,0 - 0,2 - 1,"[""55'"", ""82'""]","['Callejon J.', 'Insigne L.']","['(Rui M.)', '-']","[""60'""]",['Mkhitaryan H.'],['(Dzeko E.)'],"['(Roughing)', '(Tripping)']","['(Roughing)', '(Roughing)', '(Tripping)', '(Tripping)']",,,"[""63'"", ""63'"", ""69'"", ""70'"", ""85'""]","['Mertens D.', 'Maksimovic N.', 'Lozano H.', 'Lobotka S.', 'Elmas E.']","['Milik A.', 'Manolas K.', 'Callejon J.', 'Demme D.', 'Ruiz F.']","[""30'"", ""66'"", ""76'""]","['Fazio F.', 'Zaniolo N.', 'Cristante B.']","['Smalling C.', 'Kluivert J.', 'Pellegrini Lo.']",1.685,1.27,59.0,41.0,12.0,4.0,1.0,0.0,3.0,10.0,10.0,16.0,0.0,0.0,2.0,4.0,,,local,1,3,local,visitante,visitante,visitante,55.0,60.0,home,home,1,0.75,0.8333333333333334,away,1,False
Italy,Serie-a,Brescia,Verona,2,0,2019/2020,0 - 0,2 - 0,"[""52'"", ""90+5'""]","['Papetti A.', 'Donnarumma A.']","['(Tonali S.)', '(Torregrossa E.)']",,,,"['(Tripping)', '(Roughing)', '(Roughing)']",['(Roughing)'],,,"[""68'"", ""81'"", ""83'""]","['Semprini A.', 'Viviani M.', 'Zmrhal J.']","['Martella B.', 'Tonali S.', 'Bjarnason B.']","[""34'"", ""67'"", ""68'"", ""72'"", ""72'""]","['Verre V.', 'Dimarco F.', 'Felippe L.', 'Pazzini G.', 'Stepinski M.']","['Borini F.', 'Zaccagni M.', 'Badu', 'Di Carmine S.', 'Alan Empereur']",1.43,0.75,38.0,62.0,6.0,9.0,1.0,1.0,9.0,4.0,11.0,13.0,0.0,0.0,3.0,1.0,,,local,2,2,visitante,local,local,local,5.0,,home,home,1,1.0,0.6666666666666666,away,1,True
Italy,Serie-a,Cagliari,Atalanta,0,1,2019/2020,0 - 1,0 - 0,,,,"[""27'""]",['Muriel L.'],['(Penalty)'],"['(Roughing)', '(Roughing)', '(Tripping)']","['(Holding)', '(Roughing)']",['(Roughing)'],,"[""67'"", ""67'"", ""68'"", ""75'"", ""75'""]","['Farago P.', 'Birsa V.', 'Mattiello F.', 'Ragatzu D.', 'Klavan R.']","['Ionita A.', 'Nainggolan R.', 'Lykogiannis C.', 'Simeone G.', 'Pisacane F.']","[""59'"", ""60'"", ""61'"", ""74'"", ""83'""]","['Papu Gomez', 'Ilicic J.', 'Zapata D.', 'Gosens R.', 'Toloi R.']","['Malinovsky R.', 'Pasalic M.', 'Muriel L.', 'Hateboer H.', 'Sutalo B.']",1.165,1.23,40.0,60.0,1.0,12.0,1.0,2.0,11.0,1.0,15.0,17.0,1.0,0.0,4.0,2.0,,,visitante,1,1,visitante,local,local,local,,27.0,away,away,1,0.9166666666666666,1.0,away,0,False
Italy,Serie-a,Parma,Fiorentina,1,2,2019/2020,0 - 2,1 - 0,"[""49'""]",['Kucka J.'],['(Penalty)'],"[""19'"", ""31'""]","['Pulgar E.', 'Pulgar E.']","['(Penalty)', '(Penalty)']","['(Tripping)', '(Unsportsmanlike conduct)', '(Tripping)', '(Diving)']","['(Tripping)', '(Elbowing)', '(Tripping)', '(Roughing)', '(Holding)', '(Tripping)']",,,"[""46'"", ""74'"", ""74'"", ""82'"", ""85'""]","['Cornelius A.', 'Grassi A.', 'Pezzella G.', 'Siligardi L.', 'Sprocati M.']","['Karamoh Y.', 'Brugman G.', 'Gagliolo R.', 'Kulusevski D.', 'Gervinho']","[""45+4'"", ""46'"", ""66'"", ""86'"", ""87'""]","['Castrovilli G.', 'Lirola P.', 'Chiesa F.', 'Sottil R.', 'Ceccherini F.']","['Benassi M.', 'Venuti L.', 'Ribery F.', 'Dalbert', 'Cutrone P.']",1.61,1.08,54.0,46.0,2.0,6.0,1.0,0.0,4.0,1.0,19.0,17.0,0.0,0.0,4.0,6.0,,,visitante,1,3,local,visitante,local,local,49.0,19.0,away,away,1,0.6666666666666666,0.5,home,1,True
Italy,Serie-a,Sampdoria,Spal,3,0,2019/2020,3 - 0,0 - 0,"[""12'"", ""45'"", ""45+2'""]","['Linetty K.', 'Gabbiadini M.', 'Linetty K.']","['-', '-', '(Ramirez G.)']",,,,['(Tripping)'],['(Tripping)'],,,"[""61'"", ""61'"", ""69'"", ""69'"", ""89'""]","['Askildsen K.', 'La Gumina A.', 'Leris M.', 'Depaoli F.', ""D'Amico F.""]","['Bertolacci A.', 'Gabbiadini M.', 'Ramirez G.', 'Jankto J.', 'Linetty K.']","[""46'"", ""61'"", ""61'"", ""69'"", ""77'""]","['Valdifiori M.', 'Salamon B.', 'Petagna A.', 'Castro L.', 'Tunjov G.']","['Dabo B.', 'Floccari S.', 'Vicari F.', 'Cerri A.', 'Murgia A.']",1.43,1.12,44.0,56.0,5.0,3.0,1.0,1.0,3.0,2.0,18.0,12.0,0.0,0.0,1.0,1.0,,,local,3,3,visitante,igual,visitante,local,2.0,,home,home,1,1.0,0.4,home,0,False
Italy,Serie-a,Udinese,Genoa,2,2,2019/2020,1 - 0,1 - 2,"[""44'"", ""73'""]","['Fofana S.', 'Lasagna K.']","['(de Paul R.)', '(Fofana S.)']","[""81'"", ""90+6'""]","['Pandev G.', 'Pinamonti A.']","['-', '-']","['(Roughing)', '(Roughing)', '(Elbowing)']","['(Holding)', '(Foul)']",,,"[""58'"", ""58'"", ""68'"", ""82'"", ""83'""]","['ter Avest H.', 'Okaka S.', 'Zeegelaar M.', 'Teodorczyk L.', 'Walace']","['Stryger Larsen J.', 'Nestorovski I.', 'Sema K.', 'Lasagna K.', 'Fofana S.']","[""46'"", ""46'"", ""59'"", ""77'"", ""83'""]","['Pinamonti A.', 'Soumaoro A.', 'Pandev G.', 'Favilli A.', 'Destro M.']","['Behrami V.', 'Romero C.', 'Falque I.', 'Sanabria A.', 'Cassata F.']",0.95,0.66,47.0,53.0,6.0,4.0,3.0,1.0,2.0,4.0,13.0,14.0,0.0,0.0,3.0,2.0,,,empate,0,4,visitante,local,visitante,visitante,44.0,6.0,away,draw,0,0.5,0.6666666666666666,away,1,False
Italy,Serie-a,Inter,Bologna,1,2,2019/2020,1 - 0,0 - 2,"[""22'""]",['Lukaku R.'],['-'],"[""74'"", ""80'""]","['Juwara M.', 'Barrow M.']","['-', '(Dominguez N.)']","['(Roughing)', '(Roughing)']","['(Roughing)', '(Holding)', '(Roughing)']",['(Roughing)'],['(Unsportsmanlike conduct)'],"[""75'"", ""85'"", ""85'"", ""88'"", ""88'""]","['Sanchez A.', 'Esposito Se.', 'Biraghi C.', 'Vecino M.', 'Valero B.']","['Eriksen C.', 'Martinez L.', 'Young A.', 'Gagliardini R.', 'Brozovic M.']","[""65'"", ""65'"", ""65'"", ""85'"", ""88'""]","['Bani M.', 'Palacio R.', 'Juwara M.', 'Svanberg M.', 'Baldursson A. F.']","['Tomiyasu T.', 'Orsolini R.', 'Sansone N.', 'Barrow M.', 'Dominguez N.']",2.09,0.97,59.0,41.0,9.0,8.0,1.0,1.0,6.0,8.0,16.0,12.0,1.0,1.0,3.0,3.0,,,visitante,1,3,local,igual,visitante,visitante,22.0,74.0,home,away,0,0.75,0.8888888888888888,home,1,False
Italy,Serie-a,Lazio,AC Milan,0,3,2019/2020,0 - 2,0 - 1,,,,"[""23'"", ""34'"", ""59'""]","['Calhanoglu H.', 'Ibrahimovic Z.', 'Rebic A.']","['(Ibrahimovic Z.)', '(Penalty)', '(Bonaventura G.)']",['(Roughing)'],['(Roughing)'],,,"[""46'"", ""55'"", ""55'"", ""64'"", ""67'""]","['Adekanye B.', 'Lukaku J.', 'Vavro D.', 'Cataldi D.', 'Anderson D.']","['Lucas Leiva', 'Jony', 'Radu S.', 'Correa J.', 'Milinkovic-Savic S.']","[""38'"", ""46'"", ""71'"", ""71'"", ""86'""]","['Paqueta L.', 'Rebic A.', 'Calabria D.', 'Krunic R.', 'Biglia L.']","['Calhanoglu H.', 'Ibrahimovic Z.', 'Conti A.', 'Bonaventura G.', 'Kessie F.']",1.61,1.655,49.0,51.0,2.0,5.0,2.0,3.0,2.0,2.0,14.0,12.0,0.0,0.0,1.0,1.0,,,visitante,3,3,visitante,igual,local,igual,,23.0,away,away,1,0.4,1.0,home,1,False
Italy,Serie-a,Sassuolo,Lecce,4,2,2019/2020,1 - 1,3 - 1,"[""5'"", ""63'"", ""78'"", ""83'""]","['Caputo F.', 'Berardi D.', 'Boga J.', 'Muldur M.']","['(Locatelli M.)', '(Penalty)', '-', '(Berardi D.)']","[""27'"", ""67'""]","['Lucioni F.', 'Mancosu M.']","['(Calderoni M.)', '(Penalty)']","['(Tripping)', '(Roughing)', '(Roughing)']","['(Roughing)', '(Tripping)', '(Holding)', '(Roughing)']",,,"[""46'"", ""57'"", ""84'"", ""84'""]","['Djuricic F.', 'Peluso F.', 'Magnanelli F.', 'Toljan J.']","['Traore H. J.', 'Kyriakopoulos G.', 'Boga J.', 'Muldur M.']","[""66'"", ""66'""]","['Falco F.', 'Mancosu M.']","['Petriccione J.', 'Skakhov Y.']",0.95,0.815,63.0,37.0,7.0,3.0,0.0,4.0,1.0,3.0,15.0,21.0,0.0,0.0,3.0,4.0,,,local,2,6,local,visitante,visitante,visitante,5.0,27.0,home,home,1,0.3333333333333333,0.4285714285714285,away,1,False
Italy,Serie-a,Juventus,Torino,4,1,2019/2020,2 - 1,2 - 0,"[""3'"", ""29'"", ""61'"", ""87'""]","['Dybala P.', 'Cuadrado J.', 'Ronaldo C.', 'Djidji K.']","['(Cuadrado J.)', '(Ronaldo C.)', '-', '(Own goal)']","[""45+6'""]",['Belotti A.'],['(Penalty)'],"['(Roughing)', '(Tripping)', '(Handling)', '(Diving)']","['(Tripping)', '(Handling)']",,,"[""49'"", ""55'"", ""80'""]","['Matuidi B.', 'Douglas Costa', 'Higuain G.']","['Pjanic M.', 'Bernardeschi F.', 'Dybala P.']","[""68'"", ""80'"", ""84'"", ""84'""]","['Millico V.', 'Edera S.', 'Ansaldi C.', 'Djidji K.']","['Verdi S.', 'De Silvestri L.', 'Aina O.', 'Bremer']",1.4,0.85,50.0,50.0,7.0,6.0,3.0,2.0,5.0,3.0,11.0,8.0,0.0,0.0,4.0,2.0,,,local,3,5,empate,local,visitante,local,3.0,6.0,home,home,1,0.8333333333333334,0.4285714285714285,home,0,True
Italy,Serie-a,AS Roma,Udinese,0,2,2019/2020,0 - 1,0 - 1,,,,"[""12'"", ""78'""]","['Lasagna K.', 'Nestorovski I.']","['(de Paul R.)', '(de Paul R.)']","['(Not on pitch)', '(Holding)', '(Tripping)']","['(Tripping)', '(Roughing)']",['(Roughing)'],,"[""46'"", ""63'"", ""63'"", ""72'"", ""72'""]","['Mkhitaryan H.', 'Zappacosta D.', 'Villar G.', 'Ibanez', 'Dzeko E.']","['Under C.', 'Bruno Peres', 'Diawara A.', 'Fazio F.', 'Kalinic N.']","[""46'"", ""57'"", ""65'"", ""65'"", ""80'""]","['Teodorczyk L.', 'Fofana S.', 'Nestorovski I.', 'ter Avest H.', 'Samir Caetano']","['Lasagna K.', 'Walace', 'Okaka S.', 'Zeegelaar M.', 'Stryger Larsen J.']",1.31,0.86,52.0,48.0,6.0,3.0,0.0,2.0,1.0,6.0,10.0,11.0,1.0,0.0,3.0,2.0,,,visitante,2,2,local,local,visitante,visitante,,12.0,away,away,1,0.3333333333333333,1.0,away,0,False
Italy,Serie-a,Atalanta,Napoli,2,0,2019/2020,0 - 0,2 - 0,"[""47'"", ""55'""]","['Pasalic M.', 'Gosens R.']","['(Papu Gomez)', '(Toloi R.)']",,,,['(Holding)'],['(Roughing)'],,,"[""72'"", ""81'"", ""88'"", ""88'"", ""89'""]","['Palomino J. L.', 'Hateboer H.', 'Muriel L.', 'Tameze A.', 'Sutalo B.']","['Caldara M.', 'Djimsiti B.', 'Papu Gomez', 'Pasalic M.', 'Toloi R.']","[""30'"", ""57'"", ""58'"", ""73'"", ""73'""]","['Meret A.', 'Milik A.', 'Lozano H.', 'Callejon J.', 'Lobotka S.']","['Ospina D.', 'Mertens D.', 'Insigne L.', 'Politano M.', 'Demme D.']",1.53,1.32,47.0,53.0,4.0,8.0,0.0,2.0,8.0,2.0,17.0,14.0,0.0,0.0,1.0,1.0,,,local,2,2,visitante,igual,local,local,47.0,,home,home,1,1.0,0.5,home,0,False
Italy,Serie-a,Fiorentina,Sassuolo,1,3,2019/2020,0 - 2,1 - 1,"[""90'""]",['Cutrone P.'],['(Duncan A.)'],"[""24'"", ""35'"", ""61'""]","['Defrel G.', 'Defrel G.', 'Muldur M.']","['(Penalty)', '(Djuricic F.)', '-']","['(Tripping)', '(Tripping)', '(Holding)', '(Tripping)']","['(Tripping)', '(Tripping)', '(Not on pitch)']",,,"[""51'"", ""64'"", ""64'"", ""65'"", ""75'""]","['Cutrone P.', 'Igor', 'Duncan A.', 'Sottil R.', 'Benassi M.']","['Lirola P.', 'Ceccherini F.', 'Castrovilli G.', 'Ribery F.', 'Ghezzal R.']","[""46'"", ""46'"", ""62'"", ""81'"", ""87'""]","['Kyriakopoulos G.', 'Berardi D.', 'Bourabia M.', 'Caputo F.', 'Ghion A.']","['Rogerio', 'Traore H. J.', 'Locatelli M.', 'Defrel G.', 'Djuricic F.']",1.495,1.02,50.0,50.0,7.0,8.0,3.0,3.0,5.0,6.0,20.0,12.0,0.0,0.0,4.0,2.0,,,visitante,2,4,empate,local,local,visitante,90.0,24.0,away,away,1,0.625,0.8571428571428571,home,1,False
Italy,Serie-a,Lecce,Sampdoria,1,2,2019/2020,0 - 1,1 - 1,"[""50'""]",['Mancosu M.'],['(Penalty)'],"[""40'"", ""75'""]","['Ramirez G.', 'Ramirez G.']","['(Penalty)', '(Penalty)']","['(Roughing)', '(Holding)']","['(Holding)', '(Tripping)', '(Tripping)']",,,"[""46'"", ""46'"", ""68'"", ""81'"", ""88'""]","['Petriccione J.', 'Babacar K.', 'Diego Farias', 'Skakhov Y.', 'Vera B.']","['Tachtsidis P.', 'Meccariello B.', 'Falco F.', 'Saponara R.', 'Calderoni M.']","[""46'"", ""76'"", ""76'"", ""84'""]","['Gabbiadini M.', 'Vieira R.', 'Murru N.', 'Leris M.']","['Bonazzoli F.', 'Ekdal A.', 'Augello T.', 'Jankto J.']",1.25,0.5549999999999999,57.0,43.0,6.0,5.0,2.0,2.0,3.0,5.0,13.0,14.0,0.0,0.0,2.0,3.0,,,visitante,1,3,local,visitante,visitante,visitante,50.0,40.0,away,away,1,0.6,0.8333333333333334,away,0,True
Italy,Serie-a,Spal,AC Milan,2,2,2019/2020,2 - 0,0 - 2,"[""13'"", ""30'""]","['Valoti M.', 'Floccari S.']","['(Dabo B.)', '(Dabo B.)']","[""79'"", ""90+3'""]","['Leao R.', 'Vicari F.']","['-', '(Own goal)']","['(Tripping)', '(Delay of game)', '(Not on pitch, Unsportsmanlike conduct)', '(Not on pitch, Unsportsmanlike conduct)']",,"['(Tripping)', '(Not on pitch)']",,"[""46'"", ""46'"", ""67'"", ""75'"", ""82'""]","['Missiroli S.', 'Fares M.', 'Salamon B.', 'Strefezza G.', 'Cionek T.']","['Valoti M.', 'Floccari S.', 'Bonifazi K.', 'Fares M.', 'Dabo B.']","[""16'"", ""46'"", ""65'"", ""65'"", ""70'""]","['Saelemaekers A.', 'Leao R.', 'Ibrahimovic Z.', 'Laxalt D.', 'Bonaventura G.']","['Castillejo S.', 'Calabria D.', 'Rebic A.', 'Hernandez T.', 'Bennacer I.']",1.43,1.655,34.0,66.0,3.0,12.0,1.0,1.0,10.0,1.0,9.0,12.0,1.0,0.0,3.0,0.0,,,empate,0,4,visitante,local,local,local,13.0,3.0,away,draw,0,0.8333333333333334,0.3333333333333333,away,1,False
